State_name,County_name,Concat,CrimeRate,CrimeRate,LAND_AREA,Tot_Population_ACS_14_18,PopulationDensity(P/sqMi),Median_Age_ACS_14_18,Poverty%2018
Missouri,TaneyCounty,MissouriTaney,190,190,632.438,54720,86.52,42.1,17%
Washington,FranklinCounty,WashingtonFranklin,190,190,1242.174,90660,72.98,30,15%
Arkansas,WhiteCounty,ArkansasWhite,189,189,1035.074,78804,76.13,36.6,16%
Oregon,JosephineCounty,OregonJosephine,189,189,1639.669,85481,52.13,47.5,18%
Missouri,CassCounty,MissouriCass,188,188,696.837,102678,147.35,39.8,10%
Alabama,PikeCounty,AlabamaPike,188,188,672.093,33403,49.7,30.8,25%
WestVirginia,BerkeleyCounty,WestVirginiaBerkeley,187,187,321.14,113495,353.41,38.8,13%
Pennsylvania,ButlerCounty,PennsylvaniaButler,187,187,788.608,186566,236.58,43.2,8%
Michigan,LenaweeCounty,MichiganLenawee,187,187,749.553,98474,131.38,41.7,12%
SouthCarolina,UnionCounty,SouthCarolinaUnion,187,187,514.17,27644,53.76,43.8,21%
Tennessee,LauderdaleCounty,TennesseeLauderdale,186,186,471.992,26297,55.71,38.2,20%
RhodeIsland,KentCounty,RhodeIslandKent,185,185,168.529,163861,972.3,43.8,8%
Iowa,MuscatineCounty,IowaMuscatine,185,185,437.471,42950,98.18,38.1,10%
Tennessee,WarrenCounty,TennesseeWarren,185,185,432.682,40454,93.5,40.2,23%
Iowa,MarshallCounty,IowaMarshall,185,185,572.499,40271,70.34,39.1,11%
Georgia,HaralsonCounty,GeorgiaHaralson,184,184,282.166,28956,102.62,40.8,15%
Arkansas,IndependenceCounty,ArkansasIndependence,184,184,763.951,37264,48.78,39.4,17%
Georgia,DecaturCounty,GeorgiaDecatur,184,184,597.141,26833,44.94,38.1,24%
Kansas,FinneyCounty,KansasFinney,184,184,1301.97,36957,28.39,30.5,15%
Wisconsin,SheboyganCounty,WisconsinSheboygan,183,183,511.267,115205,225.33,41.3,7%
California,LassenCounty,CaliforniaLassen,183,183,4541.184,31185,6.87,36,9%
Oregon,PolkCounty,OregonPolk,182,182,740.786,81427,109.92,37.1,14%
Kansas,GearyCounty,KansasGeary,182,182,384.62,34895,90.73,26.1,12%
Texas,WhartonCounty,TexasWharton,182,182,1086.149,41551,38.26,37.2,17%
Alabama,ChambersCounty,AlabamaChambers,181,181,596.533,33826,56.7,43,16%
Ohio,PortageCounty,OhioPortage,178,178,487.38,162644,333.71,37.9,13%
Michigan,ShiawasseeCounty,MichiganShiawassee,178,178,530.672,68493,129.07,42.4,11%
Michigan,IsabellaCounty,MichiganIsabella,178,178,572.676,70775,123.59,27.7,24%
Michigan,St.JosephCounty,MichiganSt.Joseph,178,178,500.592,60897,121.65,39.7,15%
Nebraska,HallCounty,NebraskaHall,178,178,546.287,61343,112.29,36,13%
WestVirginia,LoganCounty,WestVirginiaLogan,178,178,453.736,33801,74.49,43.3,23%
Utah,TooeleCounty,UtahTooele,178,178,6941.352,65185,9.39,31.3,7%
Georgia,MurrayCounty,GeorgiaMurray,177,177,344.465,39557,114.84,38.2,15%
Georgia,WareCounty,GeorgiaWare,177,177,892.462,35599,39.89,38.4,22%
Kentucky,DaviessCounty,KentuckyDaviess,176,176,458.344,99937,218.04,38.7,16%
Georgia,WayneCounty,GeorgiaWayne,176,176,641.774,29767,46.38,38.2,18%
California,SanBenitoCounty,CaliforniaSanBenito,176,176,1388.711,59416,42.78,35.5,9%
Texas,CoryellCounty,TexasCoryell,175,175,1052.072,75389,71.66,31.5,11%
Virginia,RoanokeCounty,VirginiaRoanoke,174,174,250.52,93583,373.56,43.6,7%
NorthCarolina,ClevelandCounty,NorthCarolinaCleveland,174,174,464.253,97159,209.28,41.9,20%
NewYork,SteubenCounty,NewYorkSteuben,174,174,1390.559,96927,69.7,42.6,14%
Tennessee,CumberlandCounty,TennesseeCumberland,173,173,681.025,58634,86.1,50.7,15%
Iowa,WebsterCounty,IowaWebster,173,173,715.616,36757,51.36,39.1,14%
SouthCarolina,WilliamsburgCounty,SouthCarolinaWilliamsburg,173,173,934.157,31794,34.03,42.1,24%
Georgia,CatoosaCounty,GeorgiaCatoosa,172,172,162.16,66299,408.85,39.9,10%
NorthCarolina,GranvilleCounty,NorthCarolinaGranville,172,172,531.572,58874,110.75,42.6,13%
Maryland,WorcesterCounty,MarylandWorcester,172,172,468.287,51564,110.11,50.1,9%
Oregon,UmatillaCounty,OregonUmatilla,172,172,3215.508,76898,23.91,36.3,17%
NewJersey,SalemCounty,NewJerseySalem,171,171,331.898,63336,190.83,42,13%
Tennessee,RoaneCounty,TennesseeRoane,171,171,360.709,52897,146.65,46.3,15%
WestVirginia,NicholasCounty,WestVirginiaNicholas,171,171,646.824,25324,39.15,45,18%
NewMexico,LunaCounty,NewMexicoLuna,171,171,2965.188,24264,8.18,37.8,30%
Kentucky,HardinCounty,KentuckyHardin,170,170,623.28,108095,173.43,36.3,14%
Iowa,LeeCounty,IowaLee,170,170,517.519,34541,66.74,43.2,15%
Kentucky,BooneCounty,KentuckyBoone,169,169,246.362,129095,524.01,37.3,7%
NewYork,ChemungCounty,NewYorkChemung,169,169,407.351,85740,210.48,41.3,14%
Hawaii,KauaiCounty,HawaiiKauai,169,169,619.957,71377,115.13,42.4,8%
Alabama,EscambiaCounty,AlabamaEscambia,169,169,945.083,37328,39.5,39.7,22%
Washington,GraysHarborCounty,WashingtonGraysHarbor,169,169,1902.023,71967,37.84,43.7,15%
California,TuolumneCounty,CaliforniaTuolumne,169,169,2220.883,53932,24.28,48.4,12%
Tennessee,CampbellCounty,TennesseeCampbell,167,167,480.193,39687,82.65,43.8,19%
Arkansas,GreeneCounty,ArkansasGreene,167,167,577.698,44623,77.24,37.9,16%
Texas,StarrCounty,TexasStarr,167,167,1223.178,63894,52.24,28.7,35%
California,DelNorteCounty,CaliforniaDelNorte,167,167,1006.372,27424,27.25,38.6,20%
Michigan,LapeerCounty,MichiganLapeer,166,166,643.016,88202,137.17,43.9,10%
Florida,JacksonCounty,FloridaJackson,166,166,917.76,48472,52.82,41.6,17%
Texas,NavarroCounty,TexasNavarro,166,166,1009.626,48583,48.12,38.6,18%
SouthCarolina,FairfieldCounty,SouthCarolinaFairfield,166,166,686.275,22712,33.09,46.4,23%
NewYork,OntarioCounty,NewYorkOntario,165,165,644.063,109472,169.97,43.5,9%
Kentucky,ChristianCounty,KentuckyChristian,165,165,717.5,72263,100.71,28.4,18%
Texas,WallerCounty,TexasWaller,165,165,513.428,49987,97.36,29,15%
Ohio,DelawareCounty,OhioDelaware,164,164,443.099,197008,444.61,38.6,4%
NorthCarolina,HaywoodCounty,NorthCarolinaHaywood,164,164,553.691,60433,109.15,47.6,14%
Mississippi,WarrenCounty,MississippiWarren,164,164,588.502,47075,79.99,38.8,20%
Missouri,CallawayCounty,MissouriCallaway,164,164,834.577,44840,53.73,38.6,11%
Wisconsin,LaCrosseCounty,WisconsinLaCrosse,163,163,451.689,117850,260.91,35.8,13%
NewYork,WayneCounty,NewYorkWayne,163,163,603.828,90856,150.47,43.6,11%
Texas,ParkerCounty,TexasParker,163,163,903.477,129802,143.67,39.7,8%
Iowa,WarrenCounty,IowaWarren,163,163,569.825,49361,86.62,38.3,7%
Georgia,LaurensCounty,GeorgiaLaurens,163,163,807.295,47418,58.74,38.3,26%
Alabama,JacksonCounty,AlabamaJackson,163,163,1077.865,52094,48.33,43.3,20%
NorthCarolina,BrunswickCounty,NorthCarolinaBrunswick,162,162,846.973,126860,149.78,52.8,13%
Tennessee,MarshallCounty,TennesseeMarshall,162,162,375.459,32269,85.95,39,14%
Oregon,LincolnCounty,OregonLincoln,162,162,979.765,47881,48.87,51.3,16%
Tennessee,HardemanCounty,TennesseeHardeman,162,162,667.769,25562,38.28,40.5,18%
Florida,MadisonCounty,FloridaMadison,162,162,695.949,18474,26.55,42.9,25%
Pennsylvania,CarbonCounty,PennsylvaniaCarbon,160,160,381.459,63931,167.6,46,12%
Indiana,GrantCounty,IndianaGrant,160,160,414.072,66944,161.67,40.3,18%
SouthCarolina,BarnwellCounty,SouthCarolinaBarnwell,160,160,548.393,21577,39.35,40.9,26%
Texas,WillacyCounty,TexasWillacy,160,160,590.555,21754,36.84,33.6,31%
Texas,KlebergCounty,TexasKleberg,160,160,881.31,31425,35.66,28,25%
Wyoming,NatronaCounty,WyomingNatrona,160,160,5340.351,80610,15.09,36.6,9%
Nevada,CarsonCity,NevadaCarsonCity,159,159,144.659,54467,376.52,42.8,13%
Kansas,MontgomeryCounty,KansasMontgomery,159,159,643.529,32970,51.23,40.5,18%
Tennessee,FranklinCounty,TennesseeFranklin,158,158,554.541,41512,74.86,41.9,14%
Missouri,LawrenceCounty,MissouriLawrence,157,157,611.737,38133,62.34,39.6,17%
Tennessee,LincolnCounty,TennesseeLincoln,157,157,570.34,33711,59.11,43.1,16%
Missouri,DunklinCounty,MissouriDunklin,157,157,541.069,30428,56.24,39.9,26%
NorthCarolina,BurkeCounty,NorthCarolinaBurke,156,156,507.1,89712,176.91,43.6,18%
Ohio,MuskingumCounty,OhioMuskingum,156,156,664.577,86076,129.52,40.2,16%
Tennessee,HawkinsCounty,TennesseeHawkins,156,156,486.972,56402,115.82,44.6,19%
Missouri,LincolnCounty,MissouriLincoln,156,156,626.557,55563,88.68,37,12%
Wisconsin,MarathonCounty,WisconsinMarathon,156,156,1544.98,135264,87.55,40.6,9%
Illinois,KnoxCounty,IllinoisKnox,156,156,716.394,50999,71.19,42.1,17%
NewYork,St.LawrenceCounty,NewYorkSt.Lawrence,156,156,2680.377,109558,40.87,38.9,16%
Indiana,PorterCounty,IndianaPorter,155,155,418.147,168041,401.87,39.5,10%
Florida,DeSotoCounty,FloridaDeSoto,155,155,637.06,36399,57.14,40.6,27%
SouthCarolina,ClarendonCounty,SouthCarolinaClarendon,155,155,606.937,34017,56.05,44.3,22%
Tennessee,CarterCounty,TennesseeCarter,154,154,341.204,56391,165.27,44.9,23%
Georgia,GordonCounty,GeorgiaGordon,154,154,355.81,56790,159.61,37.8,20%
Iowa,DallasCounty,IowaDallas,154,154,588.447,84002,142.75,35.3,6%
Michigan,IoniaCounty,MichiganIonia,154,154,571.304,64176,112.33,38.7,12%
Florida,OkeechobeeCounty,FloridaOkeechobee,154,154,768.907,40572,52.77,41.1,21%
Missouri,PemiscotCounty,MissouriPemiscot,154,154,492.541,17031,34.58,37.8,27%
WestVirginia,MarionCounty,WestVirginiaMarion,153,153,308.732,56497,183,41.2,17%
Missouri,PettisCounty,MissouriPettis,153,153,682.222,42371,62.11,37.9,17%
NewYork,CattaraugusCounty,NewYorkCattaraugus,153,153,1308.351,77686,59.38,42,16%
Kentucky,McCrackenCounty,KentuckyMcCracken,152,152,248.745,65284,262.45,42.1,15%
NorthCarolina,PasquotankCounty,NorthCarolinaPasquotank,152,152,226.878,39479,174.01,38.2,15%
SouthDakota,LincolnCounty,SouthDakotaLincoln,152,152,577.279,54914,95.13,34.6,4%
Missouri,PhelpsCounty,MissouriPhelps,152,152,671.785,44789,66.67,35.2,21%
Kentucky,CampbellCounty,KentuckyCampbell,151,151,151.309,92267,609.79,38.1,13%
Kentucky,MadisonCounty,KentuckyMadison,151,151,437.295,89700,205.12,34,18%
Florida,GadsdenCounty,FloridaGadsden,151,151,516.33,46017,89.12,40.7,23%
Maine,AndroscogginCounty,MaineAndroscoggin,150,150,467.925,107444,229.62,40.7,13%
Wisconsin,ManitowocCounty,WisconsinManitowoc,150,150,589.085,79407,134.8,44.7,10%
Missouri,NewtonCounty,MissouriNewton,150,150,624.768,58202,93.16,39.7,14%
Nebraska,SarpyCounty,NebraskaSarpy,149,149,238.992,178351,746.26,34.4,5%
Alabama,AutaugaCounty,AlabamaAutauga,149,149,594.437,55200,92.86,37.8,15%
California,SiskiyouCounty,CaliforniaSiskiyou,149,149,6277.89,43540,6.94,48,19%
Maryland,DorchesterCounty,MarylandDorchester,148,148,540.765,32261,59.66,44.5,16%
NewMexico,CibolaCounty,NewMexicoCibola,148,148,4539.48,26978,5.94,36.8,25%
Alabama,LimestoneCounty,AlabamaLimestone,147,147,559.935,93052,166.18,39.5,13%
Illinois,ColesCounty,IllinoisColes,147,147,508.288,51736,101.78,35.2,20%
Missouri,StoneCounty,MissouriStone,146,146,464.031,31527,67.94,53.3,12%
Michigan,NewaygoCounty,MichiganNewaygo,146,146,813.207,48142,59.2,42.5,18%
California,CalaverasCounty,CaliforniaCalaveras,146,146,1020.012,45235,44.35,52.1,12%
Arkansas,PhillipsCounty,ArkansasPhillips,146,146,695.662,19034,27.36,38.5,33%
Ohio,WarrenCounty,OhioWarren,145,145,401.309,226564,564.56,39.3,4%
Wisconsin,EauClaireCounty,WisconsinEauClaire,145,145,637.989,102991,161.43,34.4,14%
NewHampshire,BelknapCounty,NewHampshireBelknap,145,145,400.233,60640,151.51,47.1,9%
Missouri,PulaskiCounty,MissouriPulaski,145,145,547.101,52591,96.13,27.7,12%
Washington,WallaWallaCounty,WashingtonWallaWalla,145,145,1270.127,60236,47.43,37.1,13%
Washington,LewisCounty,WashingtonLewis,145,145,2402.806,76947,32.02,43.1,14%
Ohio,LickingCounty,OhioLicking,144,144,682.501,172293,252.44,39.7,11%
NorthCarolina,WilkesCounty,NorthCarolinaWilkes,144,144,754.277,68460,90.76,44.5,20%
NorthCarolina,SampsonCounty,NorthCarolinaSampson,144,144,944.74,63561,67.28,40.3,24%
Michigan,TuscolaCounty,MichiganTuscola,144,144,803.128,53250,66.3,44.4,15%
Mississippi,PanolaCounty,MississippiPanola,144,144,685.146,34243,49.98,37.8,21%
Ohio,SciotoCounty,OhioScioto,143,143,610.209,76377,125.17,39.9,22%
Mississippi,JonesCounty,MississippiJones,143,143,694.793,68454,98.52,37.2,21%
NorthCarolina,MooreCounty,NorthCarolinaMoore,142,142,697.842,95629,137.04,44.5,12%
Alabama,CoffeeCounty,AlabamaCoffee,142,142,678.971,51288,75.54,39.3,15%
Nevada,LyonCounty,NevadaLyon,142,142,2001.188,53155,26.56,44.1,12%
Oregon,KlamathCounty,OregonKlamath,142,142,5941.05,66310,11.16,42.4,20%
Minnesota,ScottCounty,MinnesotaScott,141,141,356.48,143372,402.19,36.1,6%
Ohio,MarionCounty,OhioMarion,141,141,403.756,65344,161.84,41.3,15%
Pennsylvania,CentreCounty,PennsylvaniaCentre,141,141,1109.923,161443,145.45,31.7,16%
NorthCarolina,BeaufortCounty,NorthCarolinaBeaufort,140,140,827.194,47243,57.11,45.7,19%
NewHampshire,GraftonCounty,NewHampshireGrafton,140,140,1708.746,89811,52.56,42.9,9%
Arkansas,HempsteadCounty,ArkansasHempstead,140,140,727.519,22018,30.26,39.9,24%
Georgia,BurkeCounty,GeorgiaBurke,140,140,826.968,22550,27.27,37.5,24%
NorthCarolina,DuplinCounty,NorthCarolinaDuplin,139,139,816.219,59062,72.36,40.6,24%
Georgia,PeachCounty,GeorgiaPeach,138,138,150.266,26966,179.46,36.9,20%
Indiana,WarrickCounty,IndianaWarrick,138,138,384.814,61928,160.93,40.9,7%
Missouri,WarrenCounty,MissouriWarren,138,138,428.6,33908,79.11,40.1,13%
Alabama,MaconCounty,AlabamaMacon,138,138,608.885,19054,31.29,38,23%
Maryland,CalvertCounty,MarylandCalvert,137,137,213.147,91082,427.32,40.8,5%
NorthCarolina,CaldwellCounty,NorthCarolinaCaldwell,137,137,471.565,81779,173.42,44.1,16%
Missouri,ChristianCounty,MissouriChristian,137,137,562.646,84275,149.78,37.9,10%
Mississippi,MadisonCounty,MississippiMadison,137,137,714.503,103498,144.85,37,11%
NewMexico,TaosCounty,NewMexicoTaos,137,137,2203.11,32888,14.93,48.2,19%
NorthCarolina,HendersonCounty,NorthCarolinaHenderson,136,136,373.067,113625,304.57,47.1,10%
Pennsylvania,AdamsCounty,PennsylvaniaAdams,136,136,518.666,102023,196.7,43.6,8%
Georgia,CamdenCounty,GeorgiaCamden,136,136,613.026,52714,85.99,32.3,12%
Oregon,LinnCounty,OregonLinn,136,136,2290.131,122870,53.65,39.7,14%
Wyoming,CampbellCounty,WyomingCampbell,136,136,4802.709,47708,9.93,33.5,11%
RhodeIsland,NewportCounty,RhodeIslandNewport,135,135,102.385,83075,811.4,45,8%
Kentucky,FranklinCounty,KentuckyFranklin,135,135,207.746,50296,242.1,40.5,12%
Georgia,JacksonCounty,GeorgiaJackson,135,135,339.662,65755,193.59,38.5,11%
Tennessee,HardinCounty,TennesseeHardin,135,135,577.32,25771,44.64,45.3,20%
Texas,GonzalesCounty,TexasGonzales,135,135,1066.686,20667,19.37,36.5,15%
Wyoming,SweetwaterCounty,WyomingSweetwater,135,135,10426.651,44117,4.23,34.6,12%
Illinois,LaSalleCounty,IllinoisLaSalle,134,134,1135.124,110401,97.26,41.8,13%
Texas,ChambersCounty,TexasChambers,134,134,597.136,40292,67.48,35.4,13%
Washington,MasonCounty,WashingtonMason,134,134,959.415,62627,65.28,45.6,15%
Tennessee,ObionCounty,TennesseeObion,134,134,544.729,30520,56.03,43,22%
Texas,PolkCounty,TexasPolk,134,134,1057.094,47837,45.25,43.6,16%
Utah,IronCounty,UtahIron,134,134,3296.677,49691,15.07,29.1,19%
NewMexico,SanMiguelCounty,NewMexicoSanMiguel,134,134,4715.821,28034,5.94,43.2,26%
Georgia,BullochCounty,GeorgiaBulloch,133,133,672.807,74782,111.15,28.5,26%
Mississippi,MarshallCounty,MississippiMarshall,133,133,706.194,35787,50.68,40.2,17%
NorthCarolina,StanlyCounty,NorthCarolinaStanly,132,132,395.088,61114,154.68,42.3,14%
Oregon,YamhillCounty,OregonYamhill,132,132,715.858,103820,145.03,38.1,13%
Minnesota,BlueEarthCounty,MinnesotaBlueEarth,132,132,747.845,66322,88.68,30.7,17%
Mississippi,WashingtonCounty,MississippiWashington,132,132,724.741,47086,64.97,36.9,33%
Kansas,HarveyCounty,KansasHarvey,132,132,539.755,34555,64.02,39.5,11%
Michigan,WexfordCounty,MichiganWexford,132,132,565.004,33111,58.6,41.8,16%
Texas,CookeCounty,TexasCooke,132,132,874.759,39571,45.24,40.4,14%
Maine,PenobscotCounty,MainePenobscot,132,132,3397.36,151748,44.67,42.1,15%
Missouri,McDonaldCounty,MissouriMcDonald,132,132,539.48,22827,42.31,38.3,19%
Virginia,Manassascity,VirginiaManassascity,131,131,9.881,41457,"4,195.63",33.7,9%
Virginia,HanoverCounty,VirginiaHanover,131,131,468.536,104449,222.93,42.9,5%
Tennessee,JeffersonCounty,TennesseeJefferson,131,131,274.076,53247,194.28,43.4,13%
Michigan,MarquetteCounty,MichiganMarquette,131,131,1808.399,66939,37.02,39,15%
Montana,LakeCounty,MontanaLake,131,131,1490.149,29774,19.98,42.3,21%
Florida,NassauCounty,FloridaNassau,130,130,648.637,80578,124.23,45,10%
NewYork,GeneseeCounty,NewYorkGenesee,130,130,492.937,58112,117.89,43.3,11%
Indiana,LawrenceCounty,IndianaLawrence,130,130,449.166,45619,101.56,42.8,12%
Illinois,KendallCounty,IllinoisKendall,128,128,320.332,124626,389.05,34.9,5%
NewYork,TompkinsCounty,NewYorkTompkins,128,128,474.648,102962,216.92,30.9,17%
NewYork,ClintonCounty,NewYorkClinton,128,128,1037.852,80794,77.85,39.3,14%
Illinois,MarionCounty,IllinoisMarion,128,128,572.364,38084,66.54,42.1,17%
Florida,BakerCounty,FloridaBaker,128,128,585.229,27785,47.48,37.6,13%
Texas,MatagordaCounty,TexasMatagorda,128,128,1100.276,36743,33.39,37.8,20%
Kansas,FordCounty,KansasFord,128,128,1098.268,34484,31.4,31.9,14%
Ohio,WayneCounty,OhioWayne,127,127,554.929,116208,209.41,38.5,12%
Mississippi,ForrestCounty,MississippiForrest,127,127,466.314,75517,161.94,32.4,24%
Minnesota,CrowWingCounty,MinnesotaCrowWing,127,127,999.095,63855,63.91,44.3,10%
Iowa,StoryCounty,IowaStory,126,126,572.817,96922,169.2,26.3,19%
NorthCarolina,SurryCounty,NorthCarolinaSurry,126,126,532.17,72099,135.48,43.8,17%
Tennessee,HendersonCounty,TennesseeHenderson,126,126,520.072,27859,53.57,41.4,19%
NewYork,HerkimerCounty,NewYorkHerkimer,126,126,1411.472,62505,44.28,44,14%
SouthCarolina,HamptonCounty,SouthCarolinaHampton,126,126,559.896,19807,35.38,39.7,17%
Virginia,MontgomeryCounty,VirginiaMontgomery,125,125,387.016,97997,253.21,28.5,22%
Alabama,CovingtonCounty,AlabamaCovington,125,125,1030.455,37351,36.25,43.9,18%
NorthCarolina,LincolnCounty,NorthCarolinaLincoln,124,124,297.939,81441,273.35,43.2,14%
Virginia,Fredericksburgcity,VirginiaFredericksburgcity,123,123,10.44,28469,"2,726.92",30.3,13%
Florida,JeffersonCounty,FloridaJefferson,123,123,598.095,14105,23.58,47.2,12%
Connecticut,LitchfieldCounty,ConnecticutLitchfield,122,122,920.557,183031,198.83,47.2,7%
NorthCarolina,RutherfordCounty,NorthCarolinaRutherford,122,122,564.152,66532,117.93,44.7,18%
Kansas,CrawfordCounty,KansasCrawford,122,122,589.756,39108,66.31,32.5,20%
Missouri,PolkCounty,MissouriPolk,122,122,635.521,31549,49.64,37.5,14%
WestVirginia,WyomingCounty,WestVirginiaWyoming,122,122,499.453,21711,43.47,44.2,21%
Wisconsin,JeffersonCounty,WisconsinJefferson,121,121,556.475,84652,152.12,40.7,9%
Indiana,KosciuskoCounty,IndianaKosciusko,121,121,531.379,78806,148.3,38,10%
Texas,AransasCounty,TexasAransas,121,121,252.072,24763,98.24,49.6,20%
Texas,KerrCounty,TexasKerr,121,121,1103.318,51365,46.56,47.7,13%
Pennsylvania,McKeanCounty,PennsylvaniaMcKean,121,121,979.195,41806,42.69,42.9,16%
Texas,JasperCounty,TexasJasper,121,121,938.844,35504,37.82,40.9,16%
WestVirginia,RandolphCounty,WestVirginiaRandolph,121,121,1039.682,29065,27.96,43.5,18%
Missouri,VernonCounty,MissouriVernon,121,121,826.399,20691,25.04,40.9,13%
Florida,BradfordCounty,FloridaBradford,120,120,293.96,26979,91.78,40.1,18%
Michigan,BranchCounty,MichiganBranch,120,120,506.369,43584,86.07,41.3,15%
Arkansas,JacksonCounty,ArkansasJackson,120,120,633.938,17225,27.17,39.9,19%
Wisconsin,PolkCounty,WisconsinPolk,119,119,913.963,43349,47.43,45.2,10%
Kansas,ButlerCounty,KansasButler,119,119,1429.863,66468,46.49,38.4,10%
Texas,BrownCounty,TexasBrown,119,119,944.432,37834,40.06,41.3,14%
Virginia,HenryCounty,VirginiaHenry,118,118,382.333,51588,134.93,47.2,20%
Georgia,CoffeeCounty,GeorgiaCoffee,118,118,575.097,42961,74.7,36.2,20%
Texas,UpshurCounty,TexasUpshur,118,118,582.945,40769,69.94,40.9,13%
Minnesota,BeltramiCounty,MinnesotaBeltrami,118,118,2504.937,46117,18.41,33.7,17%
Georgia,ForsythCounty,GeorgiaForsyth,117,117,224.023,219880,981.51,38.3,6%
Connecticut,MiddlesexCounty,ConnecticutMiddlesex,117,117,369.303,163368,442.37,45.4,7%
Kansas,CowleyCounty,KansasCowley,117,117,1125.749,35591,31.62,38.8,14%
Alabama,ButlerCounty,AlabamaButler,117,117,776.827,20025,25.78,40.7,23%
NorthCarolina,ChathamCounty,NorthCarolinaChatham,116,116,682.184,69791,102.31,46.7,12%
Georgia,ThomasCounty,GeorgiaThomas,116,116,544.595,44730,82.13,40.3,20%
Texas,TitusCounty,TexasTitus,116,116,406.054,32730,80.61,33.8,19%
Missouri,ClintonCounty,MissouriClinton,116,116,418.956,20475,48.87,40.7,11%
Texas,GrayCounty,TexasGray,116,116,925.973,22685,24.5,36.6,15%
SouthDakota,BrownCounty,SouthDakotaBrown,116,116,1712.981,38840,22.67,36.9,12%
Alabama,ClarkeCounty,AlabamaClarke,116,116,1238.466,24387,19.69,42.3,25%
Pennsylvania,ColumbiaCounty,PennsylvaniaColumbia,115,115,483.108,66220,137.07,40.8,13%
Missouri,CamdenCounty,MissouriCamden,115,115,655.924,45096,68.75,51.1,16%
WestVirginia,FayetteCounty,WestVirginiaFayette,115,115,661.552,44126,66.7,43.8,19%
Arkansas,CrossCounty,ArkansasCross,115,115,616.381,16998,27.58,41.2,16%
Tennessee,LoudonCounty,TennesseeLoudon,114,114,229.213,51610,225.16,47.5,12%
Maryland,QueenAnne'sCounty,MarylandQueenAnne's,114,114,371.905,49355,132.71,44.3,5%
NewHampshire,CheshireCounty,NewHampshireCheshire,114,114,706.661,76263,107.92,42.7,9%
California,GlennCounty,CaliforniaGlenn,114,114,1313.947,27897,21.23,36.6,18%
Virginia,Harrisonburgcity,VirginiaHarrisonburgcity,113,113,17.419,53391,"3,065.10",25.1,24%
